"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"120 WEST 69TH STREET",6,83597188.916,56823.3338092,"FP","Food Pantry","No","No","No","No","CHRIST & ST. STEPHEN'S FOOD PROGRAM","120 WEST 69TH STREET","MANHATTAN",10023,"MON-FRI","On site SNAP services provided by organization","-73.981068,40.775649",1011400040,-73.981068,40.775649,"Food Pantry",1,"CHRIST & ST. STEPHEN'S FOOD PROGRAM","FP","Food Pantry","CHRIST & ST. STEPHEN'S FOOD PROGRAM","No","No","No","No","On site SNAP services provided by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"120-12 140TH STREET",28,243582123.793,115755.295075,"FP","Food Pantry","No","No","No","No","SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH","120-12 140TH STREET","QUEENS",11436,"FRI (4TH) SUN (2ND)","HRA provides SNAP outreach materials  for distribution and posting","-73.801148,40.675614",4120290071,-73.801148,40.675614,"Food Pantry",1,"SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1200 DEAN STREET",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","BEDFORD CENTRAL PRESBYTERIAN CHURCH","1200 DEAN STREET","BROOKLYN",11216,"THUR(1ST,2ND)","HRA provides SNAP outreach materials for distribution and posting","-73.949564,40.676556",3012130005,-73.949564,40.676556,"Food Pantry",1,"BEDFORD CENTRAL PRESBYTERIAN CHURCH","FP","Food Pantry","BEDFORD CENTRAL PRESBYTERIAN CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1208 ST. JOHN'S PLACE",35,81510738.8638,57126.6362875,"SK","Soup Kitchen","No","No","No","No","BETHANY UNITED METHODIST CHURCH","1208 ST. JOHN'S PLACE","BROOKLYN",11213,"TUE","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff.","-73.938269,40.670631",3013820020,-73.938269,40.670631,"Soup Kitchen",1,"BETHANY UNITED METHODIST CHURCH","SK","Soup Kitchen","BETHANY UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"121 GRANDVIEW AVENUE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","CHRIST ABUNDANT LIFE MINISTRIES","121 GRANDVIEW AVENUE","STATEN ISLAND",10303,"THUR","HRA provides SNAP outreach materials for distribution and posting","-74.164776,40.636448",5012550045,-74.164776,40.636448,"Food Pantry",1,"CHRIST ABUNDANT LIFE MINISTRIES","FP","Food Pantry","CHRIST ABUNDANT LIFE MINISTRIES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1210 UTICA AVENUE",45,116765202.953,64761.7916128,"FP","Food Pantry","No","No","No","No","PENIEL SDA CHURCH","1210 UTICA AVENUE","BROOKLYN",11203,"FRI","HRA provides SNAP outreach materials for distribution and posting","-73.929869,40.643039",3047700027,-73.929869,40.643039,"Food Pantry",1,"PENIEL SDA CHURCH","FP","Food Pantry","PENIEL SDA CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1211 BROOK AVENUE",16,57831138.393,70414.2736417,"FP","Food Pantry","No","No","No","No","INSPIRATIONAL GOSPEL ASSEMBLY","1211 BROOK AVENUE","BRONX",10456,"SAT","HRA provides SNAP outreach materials for distribution and posting.","-73.90934,40.831466",2023940030,-73.90934,40.831466,"Food Pantry",1,"INSPIRATIONAL GOSPEL ASSEMBLY","FP","Food Pantry","INSPIRATIONAL GOSPEL ASSEMBLY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"123 EAST 55TH STREET",4,70494165.4603,72266.5459665,"SK","Soup Kitchen","No","No","No","No","CENTRAL SYNAGOGUE CARING COMMITTEE","123 EAST 55TH STREET","MANHATTAN",10022,"THUR,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.970536,40.760092",1013100010,-73.970536,40.760092,"Soup Kitchen",1,"CENTRAL SYNAGOGUE CARING COMMITTEE","SK","Soup Kitchen","CENTRAL SYNAGOGUE CARING COMMITTEE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"1234 EAST NEW YORK AVENUE",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","EBENEZER SEVENTH DAY ADVENTIST CHURCH","1234 EAST NEW YORK AVENUE","BROOKLYN",11212,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.921341,40.667478",3035100033,-73.921341,40.667478,"Food Pantry",1,"EBENEZER SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","EBENEZER SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1243 BUSHWICK AVE",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","THURSTON MEMORIAL OUTREACH MINISTRIES","1243 BUSHWICK AVE","BROOKLYN",11221,"FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.914605,40.687837",3033950001,-73.914605,40.687837,"Food Pantry",1,"THURSTON MEMORIAL OUTREACH MINISTRIES","FP","Food Pantry","THURSTON MEMORIAL OUTREACH MINISTRIES","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1243 BUSHWICK AVENUE",37,98292390.5272,65461.0111019,"SK","Soup Kitchen","No","No","No","No","THURSTON MEMORIAL OUTREACH MINISTRIES","1243 BUSHWICK AVENUE","BROOKLYN",11221,"FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.914605,40.687837",3033950001,-73.914605,40.687837,"Soup Kitchen",1,"THURSTON MEMORIAL OUTREACH MINISTRIES","SK","Soup Kitchen","THURSTON MEMORIAL OUTREACH MINISTRIES","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"125 EAST 105TH STREET",8,102795587.477,114088.346546,"FP","Food Pantry","No","No","No","No","ST. CECILIA'S PARISH SERVICES","125 EAST 105TH STREET","MANHATTAN",10029,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.947351,40.792029",1016330010,-73.947351,40.792029,"Food Pantry",1,"ST. CECILIA'S PARISH SERVICES","FP","Food Pantry","ST. CECILIA'S PARISH SERVICES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1256 DEAN STREET",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","HEBRON SDA CHURCH","1256 DEAN STREET","BROOKLYN",11216,"WED(1,3)","HRA provides SNAP outreach materials for distribution and posting","-73.94749,40.676509",3012130037,-73.94749,40.676509,"Food Pantry",1,"HEBRON SDA CHURCH","FP","Food Pantry","HEBRON SDA CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1275 GRAND CONCOURSE",16,57831138.393,70414.2736417,"FP","Food Pantry","No","No","No","No","GRAND CONCOURSE SDA CHURCH","1275 GRAND CONCOURSE","BRONX",10452,"WED(CLOSED 5TH WED)","SNAP outreach services provided by outside organization (Muslim Women's Institute)","-73.916549,40.836463",2024660026,-73.916549,40.836463,"Food Pantry",1,"GRAND CONCOURSE SDA CHURCH","FP","Food Pantry","GRAND CONCOURSE SDA CHURCH","No","No","No","No","SNAP outreach services provided by outside organization (Muslim Women's Institute)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1288 REV. JAMES A. POLITE",17,135053206.029,120620.696712,"SK","Soup Kitchen","No","No","No","No","PATHSEO INC.","1288 REV. JAMES A. POLITE","BRONX",10459,"SAT","New site, Coordinating future SNAP outreach services","-73.89534,40.829614",2029730016,-73.89534,40.829614,"Soup Kitchen",1,"PATHSEO INC.","SK","Soup Kitchen","PATHSEO INC.","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"129-04 109TH AVENUE",28,243582123.793,115755.295075,"FP","Food Pantry","No","No","No","No","ST. TERESA OF AVILA COMMUNITY SERVICES","129-04 109TH AVENUE","QUEENS",11420,"MON,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.813808,40.684812",4096090114,-73.813808,40.684812,"Food Pantry",1,"ST. TERESA OF AVILA COMMUNITY SERVICES","FP","Food Pantry","ST. TERESA OF AVILA COMMUNITY SERVICES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"13 EAST 125TH STREET",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","HARVEST OF SOULS/HOLY GHOST","13-15 EAST 125TH STREET","MANHATTAN",10035,"FRI","HRA provides SNAP outreach materials for distribution and posting","-73.941574,40.806424",1017500005,-73.941574,40.806424,"Food Pantry",1,"HARVEST OF SOULS/HOLY GHOST","FP","Food Pantry","HARVEST OF SOULS/HOLY GHOST","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1310 ELDER AVE",18,106383419.754,62147.9487384,"FP","Food Pantry","No","No","No","No","EMANUEL PENTECOSTAL FAITH CHURCH","1310 ELDER AVE","BRONX",10472,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.8796,40.831616",2038630010,-73.8796,40.831616,"Food Pantry",1,"EMANUEL PENTECOSTAL FAITH CHURCH","FP","Food Pantry","EMANUEL PENTECOSTAL FAITH CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"132 WEST 14TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY NEW YORK TEMPLE CORPS","132 WEST 14TH STREET (GROUND FLOOR)","MANHATTAN",10011,"MON-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.998636,40.737799",1006090020,-73.998636,40.737799,"Food Pantry",1,"THE SALVATION ARMY NEW YORK TEMPLE CORPS","FP","Food Pantry","THE SALVATION ARMY NEW YORK TEMPLE CORPS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"133 ELTON STREET",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","PRESBYTERIAN CHURCH OF THE CROSSROADS","133 ELTON STREET","BROOKLYN",11208,"WED","HRA provides SNAP outreach materials  for distribution and posting","-73.884547,40.680504",3039410001,-73.884547,40.680504,"Food Pantry",1,"PRESBYTERIAN CHURCH OF THE CROSSROADS","FP","Food Pantry","PRESBYTERIAN CHURCH OF THE CROSSROADS","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"133 THOMAS S BOYLAND STREET",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","ST. PAUL PENTECOSTAL CHURCH","133 THOMAS S BOYLAND STREET","BROOKLYN",11233,"SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.913659,40.680344",3015270004,-73.913659,40.680344,"Food Pantry",1,"ST. PAUL PENTECOSTAL CHURCH","FP","Food Pantry","ST. PAUL PENTECOSTAL CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"134-10 ROCKAWAY BLVD",28,243582123.793,115755.295075,"FP","Food Pantry","No","No","No","No","DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST","134-10 ROCKAWAY BLVD SO. OZONE PARK","QUEENS",11420,"TUE","HRA provides SNAP outreach materials for distribution and posting","-73.804094,40.674376",4117580046,-73.804094,40.674376,"Food Pantry",1,"DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST","FP","Food Pantry","DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1344 BEACH AVENUE",18,106383419.754,62147.9487384,"FP","Food Pantry","No","No","No","No","CHURCH OF THE ATONEMENT FOOD PANTRY","1344 BEACH AVENUE","BRONX",10472,"SAT (2,4)","HRA provides SNAP outreach materials for distribution and posting","-73.866203,40.833397",2038770030,-73.866203,40.833397,"Food Pantry",1,"CHURCH OF THE ATONEMENT FOOD PANTRY","FP","Food Pantry","CHURCH OF THE ATONEMENT FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"135-32 38TH AVENUE",20,142120964.654,60347.1899219,"FPM","Food Pantry","Yes","No","No","No","LA JORNADA FOOD TRUCK","135-32 38TH AVENUE","QUEENS",11354,"FRI (EVY OTH)","New site, Coordinating future SNAP outreach services","-73.831236,40.760321",4049750001,-73.831236,40.760321,"Multiple Programs",2,"LA JORNADA","FPM","Food Pantry Mobile","LA JORNADA FOOD TRUCK","Yes","No","No","Yes","New site, Coordinating future SNAP outreach services","FP","Food Pantry","LA JORNADA","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile, Food Pantry"
"135-32 38TH AVENUE",20,142120964.654,60347.1899219,"FP","Food Pantry","No","No","No","No","LA JORNADA","135-32 38TH AVENUE","QUEENS",11354,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.831236,40.760321",4049750001,-73.831236,40.760321,"Multiple Programs",2,"LA JORNADA","FPM","Food Pantry Mobile","LA JORNADA FOOD TRUCK","Yes","No","No","Yes","New site, Coordinating future SNAP outreach services","FP","Food Pantry","LA JORNADA","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile, Food Pantry"
"136 MILTON STREET",33,124237883.434,130591.006365,"FP","Food Pantry","No","No","No","No","GREENPOINT REFORMED CHURCH FOOD PANTRY","136 MILTON STREET","BROOKLYN",11222,"THUR","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff. FBNYC TEN site location","-73.954973,40.729186",3025660032,-73.954973,40.729186,"Food Pantry",1,"GREENPOINT REFORMED CHURCH FOOD PANTRY","FP","Food Pantry","GREENPOINT REFORMED CHURCH FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff. FBNYC TEN site location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"136-25 SPRINGFIELD BLVD",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","HOLY TEMPLE CHURCH, INC","136-25 SPRINGFIELD BLVD","QUEENS",11413,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.742313,40.698652",4112980008,-73.742313,40.698652,"Food Pantry",1,"HOLY TEMPLE CHURCH, INC","FP","Food Pantry","HOLY TEMPLE CHURCH, INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"1363 OGDEN AVE",16,57831138.393,70414.2736417,"FPH","Food Pantry","No","No","No","Yes","THE COMMUNITY FOOD PANTRY","1363 OGDEN AVE","BRONX",10452,"TUE/THUR/1ST SAT","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.","-73.924921,40.841835",2025350026,-73.924921,40.841835,"Food Pantry",1,"THE COMMUNITY FOOD PANTRY","FPH","Food Pantry","THE COMMUNITY FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"137 EAST 2ND STREET",2,47497703.9198,48548.8392127,"SK","Soup Kitchen","No","No","No","No","UNIVERSITY COMMUNITY SOCIAL SERVICES, INC.","137 EAST 2ND STREET","MANHATTAN",10009,"SAT","SNAP outreach provided by external organization (APICHA)","-73.986344,40.723005",1004290029,-73.986344,40.723005,"Soup Kitchen",1,"UNIVERSITY COMMUNITY SOCIAL SERVICES, INC.","SK","Soup Kitchen","UNIVERSITY COMMUNITY SOCIAL SERVICES, INC.","No","No","No","No","SNAP outreach provided by external organization (APICHA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"1372 CONEY ISLAND AVE",44,92757491.6486,57615.401178,"SKK","Soup Kitchen","No","No","Yes","No","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","BROOKLYN",11230,"M,TU,W,TH,SUN","HRA provides SNAP outreach materials for distribution and posting","-73.965393,40.624045",3065310016,-73.965393,40.624045,"Multiple Programs",2,"MASBIA OF FLATBUSH","SKK","Soup Kitchen","MASBIA OF FLATBUSH","No","No","Yes","No","HRA provides SNAP outreach materials for distribution and posting","FPK","Food Pantry","MASBIA OF FLATBUSH","No","No","Yes","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"1372 CONEY ISLAND AVE",44,92757491.6486,57615.401178,"FPK","Food Pantry","No","No","Yes","No","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","BROOKLYN",11230,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.965393,40.624045",3065310016,-73.965393,40.624045,"Multiple Programs",2,"MASBIA OF FLATBUSH","SKK","Soup Kitchen","MASBIA OF FLATBUSH","No","No","Yes","No","HRA provides SNAP outreach materials for distribution and posting","FPK","Food Pantry","MASBIA OF FLATBUSH","No","No","Yes","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"138 PENNSYLVANIA AVE",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","138 PENNSYLVANIA AVE","BROOKLYN",11207,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.896943,40.67449",3036860034,-73.896943,40.67449,"Multiple Programs",2,"CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"138 PENNSYLVANIA AVE",37,98292390.5272,65461.0111019,"SK","Soup Kitchen","No","No","No","No","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","138 PENNSYLVANIA AVE","BROOKLYN",11207,"SUN","HRA provides SNAP outreach materials for distribution and posting","-73.896943,40.67449",3036860034,-73.896943,40.67449,"Multiple Programs",2,"CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","FP","Food Pantry","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CORNERSTONE SEVENTH DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"139 HENRY STREET",1,78825850.2485,112647.224266,"FP","Food Pantry","No","No","No","No","CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC","139 HENRY STREET","MANHATTAN",10002,"TUE","On site SNAP prescreening and application assistance provided by organization","-73.990758,40.713479",1002830016,-73.990758,40.713479,"Food Pantry",1,"CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC","FP","Food Pantry","CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC","No","No","No","No","On site SNAP prescreening and application assistance provided by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"140-32 CHERRY AVENUE",20,142120964.654,60347.1899219,"FP","Food Pantry","No","No","No","No","ICNA FLUSHING FOOD PANTRY","140-32 CHERRY AVENUE","QUEENS",11355,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.821625,40.754353",4051927504,-73.821625,40.754353,"Food Pantry",1,"ICNA FLUSHING FOOD PANTRY","FP","Food Pantry","ICNA FLUSHING FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
