"type","type_clean","mobile","HIV","kosher","halal","program","address","clean_addr","boro","zip_code","days","snap_activity","coords","bbl","lat","lon"
"FP","Food Pantry","No","No","No","No","THURSTON MEMORIAL OUTREACH MINISTRIES","1243 BUSHWICK AVE","1243 BUSHWICK AVE","BROOKLYN","11221","FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.914605,40.687837","3033950001",40.687837,-73.914605
"SK","Soup Kitchen","No","No","No","No","THURSTON MEMORIAL OUTREACH MINISTRIES","1243 BUSHWICK AVENUE","1243 BUSHWICK AVENUE","BROOKLYN","11221","FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.914605,40.687837","3033950001",40.687837,-73.914605
"FPK","Food Pantry","No","No","Yes","No","TOMCHE SHABBOS OF BORO PARK","6225 NEW UTRECHT AVE","6225 NEW UTRECHT AVE","BROOKLYN","11219","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.996924,40.625286","3057340024",40.625286,-73.996924
"FP","Food Pantry","No","No","No","No","TRANSFIGURATION CHURCH","280 MARCY AVENUE","280 MARCY AVENUE","BROOKLYN","11211","MON-THUR","On site social services provided by organization","-73.956018,40.704963","3022060034",40.704963,-73.956018
"FP","Food Pantry","No","No","No","No","TRINITY HUMAN SERVICE CORPORATION","153 A JOHNSON AVENUE","155 JOHNSON AVENUE","BROOKLYN","11206","TUE-FRI","SNAP outreach services provided by on site staff","-73.94392,40.706646","3030610031",40.706646,-73.94392
"FP","Food Pantry","No","No","No","No","TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.","602 EAST 9TH STREET","602 EAST 9TH STREET","MANHATTAN","10009","MON-THUR","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.980125,40.726017","1003910007",40.726017,-73.980125
"SK","Soup Kitchen","No","No","No","No","TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.","602 EAST 9TH STREET","602 EAST 9TH STREET","MANHATTAN","10009","MON-FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.980125,40.726017","1003910007",40.726017,-73.980125
"FP","Food Pantry","No","No","No","No","TRUE HOLY CHURCH OF GOD IN CHRIST JESUS","2364 ATLANTIC AVENUE","2364 ATLANTIC AVENUE","BROOKLYN","11233","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.906751,40.675896","3014360023",40.675896,-73.906751
"FPK","Food Pantry","No","No","Yes","No","UJC OF THE EAST SIDE","15 WILLETT STREET","15 WILLETT STREET","MANHATTAN","10002","FRI","SNAP outreach provided by organization","-73.983277,40.715825","1003360005",40.715825,-73.983277
"FP","Food Pantry","No","No","No","No","UNION BAPTIST CHURCH","461 DECATUR STREET","461 DECATUR STREET","BROOKLYN","11233","WED","HRA provides SNAP outreach materials for distribution and posting","-73.924725,40.682681","3016780084",40.682681,-73.924725
"FP","Food Pantry","No","No","No","No","UNION GROVE BAPTIST CHURCH","1488 HOE AVENUE","1488 HOE AVENUE","BRONX","10460","WED","HRA provides SNAP outreach materials for distribution and posting","-73.889016,40.832894","2029880014",40.832894,-73.889016
"FP","Food Pantry","No","No","No","No","UNITED BRONX PARENTS, INC.","603 PROSPECT AVENUE","603 PROSPECT AVENUE","BRONX","10455","W(A-M)/F(N-Z)","On site social services provided by organization","-73.904198,40.813979","2026740038",40.813979,-73.904198
"SKM","Soup Kitchen","Yes","No","No","No","UNITED BRONX PARENTS, INC.","603 PROSPECT AVENUE","603 PROSPECT AVENUE","BRONX","10455","MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.904198,40.813979","2026740038",40.813979,-73.904198
"FP","Food Pantry","No","No","No","No","UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC","32 SANDS STREET","32 SANDS STREET","STATEN ISLAND","10304","FRI,SUN","HRA coordinates SNAP outreach services with Food Bank For NYC (Vendor contracted by HRA)","-74.076085,40.628913","5004900004",40.628913,-74.076085
"SK","Soup Kitchen","No","No","No","No","UNITED COMMUNITY BAPTIST CHURCH","545 UTICA AVE","545 UTICA AVE","BROOKLYN","11203","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.930929,40.660151","3046040075",40.660151,-73.930929
"FP","Food Pantry","No","No","No","No","UNITED METHODIST CENTER IN FAR ROCKAWAY","1032 BEACH 19TH STREET (NEAR MOTT AVE)","1032 BEACH 19TH STREET","QUEENS","11691","TUE,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.751729,40.603101","4155600012",40.603101,-73.751729
"SK","Soup Kitchen","No","No","No","No","UNITED METHODIST CENTER IN FAR ROCKAWAY","1032 BEACH 19TH STREET (NEAR MOTT AVE)","1032 BEACH 19TH STREET","QUEENS","11691","MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.751729,40.603101","4155600012",40.603101,-73.751729
"SK","Soup Kitchen","No","No","No","No","UNIVERSITY COMMUNITY SOCIAL SERVICES, INC.","137 EAST 2ND STREET","137 EAST 2ND STREET","MANHATTAN","10009","SAT","SNAP outreach provided by external organization (APICHA)","-73.986344,40.723005","1004290029",40.723005,-73.986344
"FP","Food Pantry","No","No","No","No","UPPER MANHATTAN MENTAL HEALTH CENTER","1727 AMSTERDAM AVE @ 145TH","1727 AMSTERDAM AVE","MANHATTAN","10031","TUE,WED,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.946909,40.825205","1020600001",40.825205,-73.946909
"FP","Food Pantry","No","No","No","No","URBAN STRATEGIES INC","61-71 RIVERDALE AVENUE","61 RIVERDALE AVENUE","BROOKLYN","11212","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.914444,40.660321","3035830001",40.660321,-73.914444
"FP","Food Pantry","No","No","No","No","V.E.T.S. INC","111-16 173RD STREET","111-16 173RD STREET","QUEENS","11433","FRI","HRA maintains oversight of a SNAP POS site:  SNAP prescreening and electronic transmission of SNAP applications and documents/ ACCESS NYC  site","-73.779458,40.694786","4102820125",40.694786,-73.779458
"FP","Food Pantry","No","No","No","No","VETS INC, HOLLIS GARDENS","202-14 HOLLIS AVE","202-14 HOLLIS AVE","QUEENS","11429","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.754974,40.706233","4109420104",40.706233,-73.754974
"FP","Food Pantry","No","No","No","No","VFW #5298","143-17 SPRINGFIELD BLVD","143-17 SPRINGFIELD BLVD","QUEENS","11413","WED","HRA provides SNAP outreach materials for distribution and posting","-73.742313,40.698652","4112980008",40.698652,-73.742313
"FP","Food Pantry","No","No","No","No","VISION URBANA","66 ESSEX STREET","66 ESSEX STREET","MANHATTAN","10002","MON","HRA provides SNAP outreach materials for distribution and posting","-73.98828,40.717364","1003510001",40.717364,-73.98828
"FP","Food Pantry","No","No","No","No","WAY OUT CHURCH MINISTRIES, INC","520 EAST 148TH STREET","520 EAST 148TH STREET","BRONX","10455","TUE,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.914716,40.813889","2022740012",40.813889,-73.914716
"FP","Food Pantry","No","No","No","No","WEST HARLEM GROUP ASSISTANCE","625 LENOX AVE","625 LENOX AVE","MANHATTAN","10037","WED/W(SEE FILE)/THUR","SNAP outreach services provided by on site staff","-73.938257,40.818261","1020100030",40.818261,-73.938257
"FP","Food Pantry","No","No","No","No","WESTSIDE CAMPAIGN AGAINST HUNGER","263 W. 86th St.@ WEST END AVE.","263 W. 86TH ST.","MANHATTAN","10024","MON/WED-FRI","SNAP prescreening and electronic transmission of SNAP applications and documents/ EASY ACCESS (for SNAP documents) site.","-73.977291,40.788938","1012347502",40.788938,-73.977291
"FP","Food Pantry","No","No","No","No","WHOSOEVER WILL BAPTIST CHURCH","1651 POPHAM AVENUE","1651 POPHAM AVENUE","BRONX","10453","SAT(1,2,3,4)","HRA provides SNAP outreach materials for distribution and posting","-73.921012,40.849316","2028770276",40.849316,-73.921012
"SK","Soup Kitchen","No","No","No","No","WOODYCREST UNITED METHODIST CHURCH","89 WEST 166TH STREET","89 WEST 166TH STREET","BRONX","10452","WED","HRA provides SNAP outreach materials for distribution and posting","-73.926513,40.83537","2025130038",40.83537,-73.926513
"FP","Food Pantry","No","No","No","No","WORD OF LIFE CHRISTIAN FELLOWSHIP","830 UNION AVENUE","830 UNION AVENUE","BRONX","10459","THUR(SR)/ SAT","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.","-73.902843,40.819572","2026660066",40.819572,-73.902843
"FP","Food Pantry","No","No","No","No","XAVIER MISSION INC","55 WEST 15TH STREET","55 WEST 15TH STREET","MANHATTAN","10011","SAT (2ND)","On site SNAP prescreening and application services provided by organization","-73.995582,40.73786","1008170072",40.73786,-73.995582
"SK","Soup Kitchen","No","No","No","No","XAVIER MISSION INC","55 WEST 15TH STREET","55 WEST 15TH STREET","MANHATTAN","10011","SUN","On site SNAP prescreening and application services provided by organization","-73.995582,40.73786","1008170072",40.73786,-73.995582
"FPK","Food Pantry","No","No","Yes","No","ZICHRON ACHEINU LEVY-MENACHEM TZION","928 44TH STREET","928 44TH STREET","BROOKLYN","11219","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.997396,40.642481","3056070019",40.642481,-73.997396
